ImageID,Source,LabelName,Confidence,mg_label,hv_label
63d44a37bc798b9a,verification,/m/04rky,1,0,1
9d7c8230f7ce3b0e,verification,/m/04rky,0,0,0
2f2d849f35d38a13,verification,/m/04rky,1,0,1
3fbfb0b2addf02a3,verification,/m/04rky,0,0,0
571db87ed7eadabb,verification,/m/04rky,1,0,1
87ca03d4dd64798b,verification,/m/04rky,0,0,0
1402853eb1a28cb2,verification,/m/04rky,1,1,1
67942770871eaf09,verification,/m/04rky,0,0,0
262dcad847c9bb55,verification,/m/04rky,0,0,0
34e3f07bda3c15d9,verification,/m/04rky,0,0,0
3c28ce1a3fd8d857,verification,/m/04rky,1,0,1
76dc2394748a20de,verification,/m/04rky,1,1,1
830d22f98dce3247,verification,/m/04rky,0,0,0
d8652ad7b6ab025a,verification,/m/04rky,0,0,0
633dd3c56ff7e0a6,verification,/m/04rky,0,0,0
1e17699ff2c41a3d,verification,/m/04rky,0,0,0
9536f4f80a628611,verification,/m/04rky,0,0,0
76311a46f66afe0b,verification,/m/04rky,1,0,1
1c1133f6f6aa4ef9,verification,/m/04rky,0,0,0
06c3a9a0ebc0af5d,verification,/m/04rky,1,0,1
2be73cbbc40deb84,verification,/m/04rky,0,0,0
844c2a049c15f9af,verification,/m/04rky,0,0,0
2dd199874c6302af,verification,/m/04rky,1,0,1
f755ce788eb217b3,verification,/m/04rky,0,0,0
6d6d60a2ea87c944,verification,/m/04rky,1,0,1
fec55bcec14b1410,verification,/m/04rky,0,0,0
bd2929634037d233,verification,/m/04rky,0,0,0
5f0404a7d11eb0dd,verification,/m/04rky,0,0,0
3a45b076fd024920,verification,/m/04rky,1,0,1
22714bd0a845f74c,verification,/m/04rky,1,0,1
4495749523ee5325,verification,/m/04rky,1,1,1
f34ade0612276ce1,verification,/m/04rky,0,0,0
04cf81f7483d5c72,verification,/m/04rky,1,0,1
83f4fd35d9309992,verification,/m/04rky,0,0,0
1d6d3358c935ed80,verification,/m/04rky,1,1,1
ca29bea2f55d230f,verification,/m/04rky,0,0,0
7e3c6a9b812e13f4,verification,/m/04rky,1,0,1
cf5f12faf204c7d5,verification,/m/04rky,0,0,0
2e49ef1ef93f6fd6,verification,/m/04rky,1,1,1
f43115c5ca7584b5,verification,/m/04rky,0,0,0
5bcac6ac55ca97af,verification,/m/04rky,0,0,0
656abc78a9534c08,verification,/m/04rky,1,0,1
7a9b3835e404042f,verification,/m/04rky,1,0,1
a56c03b5746d5918,verification,/m/04rky,1,0,1
eb8dfe0b9e5c7700,verification,/m/04rky,0,0,0
30ddf9a6f598338a,verification,/m/04rky,0,0,0
fb22a819931931d3,verification,/m/04rky,1,1,1
612c5f3a2110da35,verification,/m/04rky,0,0,0
a3541a75c35d92cc,verification,/m/04rky,1,0,1
3113a4f6afb15d63,verification,/m/04rky,0,0,0
af5ef81b2799f6cf,verification,/m/04rky,0,0,0
ec102bc4970dc51d,verification,/m/04rky,0,0,0
e0ca4cae65fc97ea,verification,/m/04rky,0,0,0
6c2747d2eaa1d601,verification,/m/04rky,1,1,1
6cbe597bb8966449,verification,/m/04rky,0,0,0
c7a0075a05f58d11,verification,/m/04rky,0,0,0
99b3e0793f6a2043,verification,/m/04rky,0,0,0
5600ccf0c7e30577,verification,/m/04rky,0,0,0
3151bc45702cdb5c,verification,/m/04rky,0,0,0
410b0ae930ca9405,verification,/m/04rky,0,0,0
20f0e2d4d8a85f8c,verification,/m/04rky,1,0,1
f1c0d9bb51ae9f1e,verification,/m/04rky,1,0,1
3951fdd16f77ca99,verification,/m/04rky,1,0,1
fee5b4ab59c4a6aa,verification,/m/04rky,0,0,0
9b2823448b008dec,verification,/m/04rky,1,0,1
9437ca3573e81ffe,verification,/m/04rky,0,0,0
784be986eeae58da,verification,/m/04rky,0,0,0
51aeea7e6539a6a1,verification,/m/04rky,1,1,1
223ac9d088b1c4fc,verification,/m/04rky,0,0,0
54b036d14624ffeb,verification,/m/04rky,1,1,1
cbcecbea5f91b0f0,verification,/m/04rky,0,0,0
