ImageID,Source,LabelName,Confidence,mg_label,hv_label
7822cae25e629a6f,verification,/m/01g317,0,0,0
68e620a5ee5cb4ae,verification,/m/01g317,1,1,1
18f5b6e2f968c4e2,verification,/m/01g317,0,0,0
a2c995c64cb7d30b,verification,/m/01g317,1,1,1
9168945e2d6d11c7,verification,/m/01g317,0,0,0
d3bf2a53d5ad1585,verification,/m/01g317,1,1,1
d3f9296d6c052fd5,verification,/m/01g317,1,0,1
b62643d55901573f,verification,/m/01g317,1,1,1
4b2d74e023170362,verification,/m/01g317,1,0,1
d5c23e340a05d0b8,verification,/m/01g317,0,0,0
5a522e07fe4b4946,verification,/m/01g317,0,0,0
6bab709b1b7b49ff,verification,/m/01g317,1,1,1
133d34589bcf0dcd,verification,/m/01g317,0,0,0
2ccd44347361cf65,verification,/m/01g317,1,1,1
0e9a67ec91a00318,verification,/m/01g317,0,0,0
b4c64fa0c53b0813,verification,/m/01g317,0,0,0
a22655ab63b683f1,verification,/m/01g317,1,1,1
751a667898ca6190,verification,/m/01g317,0,0,0
bfe1083301f57157,verification,/m/01g317,0,0,0
d7cd1d1688f7b7b2,verification,/m/01g317,1,0,1
40d42dd62c70d764,verification,/m/01g317,1,0,1
0826a39ed3c7229a,verification,/m/01g317,0,0,0
d2a9be298b6a367e,verification,/m/01g317,1,0,1
2d48f380fe2bb808,verification,/m/01g317,1,0,1
ae5cef4d83a23f8c,verification,/m/01g317,1,1,1
d5af78b47d72bab2,verification,/m/01g317,1,1,1
14bc119cb2a0209f,verification,/m/01g317,0,0,0
d7323e7858d8ba64,verification,/m/01g317,1,0,1
49e54efc9f23e28b,verification,/m/01g317,1,1,1
651612d04529bb07,verification,/m/01g317,1,1,1
2c903381442eb851,verification,/m/01g317,1,0,1
510d2bd2ecab16fb,verification,/m/01g317,0,0,0
e7d0792a5a1bb877,verification,/m/01g317,1,1,1
4a23eee283f294b6,verification,/m/01g317,1,0,1
9f331ba8943b3c3c,verification,/m/01g317,1,1,1
577aa0124e4d6a6f,verification,/m/01g317,1,1,1
c49987d142c11b96,verification,/m/01g317,1,1,1
0a4fa30e1de3dbee,verification,/m/01g317,0,0,0
2784564e72e0a9ea,verification,/m/01g317,0,0,0
86a0f9bddbe0fbf0,verification,/m/01g317,1,0,1
8788284a8b3aa6c1,verification,/m/01g317,1,1,1
b8ed82ac13527243,verification,/m/01g317,1,1,1
996f78b924be0be0,verification,/m/01g317,1,1,1
ffd5c50fd2cdb04b,verification,/m/01g317,1,1,1
63e3c93d6afbdbde,verification,/m/01g317,0,0,0
0afdc9af559cc794,verification,/m/01g317,1,0,1
f40e28bce1a27482,verification,/m/01g317,0,0,0
a9c413ba57792f60,verification,/m/01g317,0,0,0
539970e1fb5d038c,verification,/m/01g317,0,0,0
0ade21b81c467b29,verification,/m/01g317,0,0,0
4ba30c0ec637fd23,verification,/m/01g317,1,1,1
