ImageID,Source,LabelName,Confidence,mg_label,hv_label
3b4c69e7e48e8f1f,verification,/m/04hgtk,1,1,1
aa1be8fd267be339,verification,/m/04hgtk,0,0,0
0a599940d33b6b2b,verification,/m/04hgtk,0,0,0
d4c7b30f6b66e4a1,verification,/m/04hgtk,1,0,1
249bf372159f33e9,verification,/m/04hgtk,0,0,0
2ce8f0c84589bc0f,verification,/m/04hgtk,0,0,0
0baf36bade976215,verification,/m/04hgtk,1,0,1
e0814775a5c768ba,verification,/m/04hgtk,0,0,0
1268ab795838b2dc,verification,/m/04hgtk,1,1,1
ac764caccbebd4fa,verification,/m/04hgtk,1,1,1
809bb22c4ad40308,verification,/m/04hgtk,0,0,0
90bbcd2f0de59b10,verification,/m/04hgtk,1,1,1
7047ee89fdf0bfbc,verification,/m/04hgtk,1,0,1
2e5bd18f07239ca4,verification,/m/04hgtk,0,0,0
26f03fb567990f78,verification,/m/04hgtk,0,0,0
9ae92a954c81c9f6,verification,/m/04hgtk,0,0,0
b9c2f27f05aba8e5,verification,/m/04hgtk,0,0,0
5c6d3ad4b274968a,verification,/m/04hgtk,1,1,1
6f0e953dba6e7415,verification,/m/04hgtk,1,0,1
f6030d54f86c9209,verification,/m/04hgtk,1,1,1
a057f34fdbf441d5,verification,/m/04hgtk,1,1,1
c58a2a97b59c9d54,verification,/m/04hgtk,0,0,0
e78db8c474e6faf1,verification,/m/04hgtk,1,0,1
4ee8d73a64ba1853,verification,/m/04hgtk,1,0,1
de7987161ef6bacb,verification,/m/04hgtk,1,0,1
6b2e68c0a5b16229,verification,/m/04hgtk,0,0,0
6817eb529a503bbb,verification,/m/04hgtk,1,1,1
9e525d25b1f5fca7,verification,/m/04hgtk,1,0,1
8f7920b0454d0d83,verification,/m/04hgtk,0,0,0
e6066bbe4cc79dfc,verification,/m/04hgtk,1,1,1
75c17c62fde91212,verification,/m/04hgtk,0,0,0
f13ee5486340e833,verification,/m/04hgtk,1,0,1
93bf765552443f1a,verification,/m/04hgtk,0,0,0
1007a5523ecb7878,verification,/m/04hgtk,0,0,0
f7b2f1929fed4ce5,verification,/m/04hgtk,0,0,0
2f8519bef8ae1be2,verification,/m/04hgtk,1,0,1
50b65aec60eac3f9,verification,/m/04hgtk,1,0,1
9b262bf6ef9531f7,verification,/m/04hgtk,1,1,1
7c4d0cec076d8f73,verification,/m/04hgtk,0,0,0
db1bfaf839f38f22,verification,/m/04hgtk,1,1,1
4c4d40af8787ee97,verification,/m/04hgtk,0,0,0
9a2742f56231dd1a,verification,/m/04hgtk,1,0,1
2a3a775eed5a6db8,verification,/m/04hgtk,1,0,1
2ed000d799794d71,verification,/m/04hgtk,0,0,0
cf14589d23cfe75e,verification,/m/04hgtk,1,1,1
f843d42623947245,verification,/m/04hgtk,0,0,0
4a526b5c74a70c83,verification,/m/04hgtk,0,0,0
58798929a694cd43,verification,/m/04hgtk,1,0,1
84715b0aebdd3286,verification,/m/04hgtk,0,0,0
55ba93725ed26a69,verification,/m/04hgtk,1,1,1
7221de099bb62828,verification,/m/04hgtk,1,1,1
75f9c8cdd1cbec70,verification,/m/04hgtk,0,0,0
03bfd3f1488b47cb,verification,/m/04hgtk,1,0,1
0128080be1b488d7,verification,/m/04hgtk,0,0,0
2c6f4e582a3450f3,verification,/m/04hgtk,1,1,1
90947fa090d5874a,verification,/m/04hgtk,0,0,0
d69564524c8608c5,verification,/m/04hgtk,0,0,0
968a460084c588a1,verification,/m/04hgtk,1,0,1
393883b7ab974313,verification,/m/04hgtk,0,0,0
b74a7c57f13b9367,verification,/m/04hgtk,0,0,0
233f25c449ac97aa,verification,/m/04hgtk,1,1,1
9e293543b324508c,verification,/m/04hgtk,0,0,0
3e787fdd21ec1af1,verification,/m/04hgtk,0,0,0
eb9ebafb8cedaff4,verification,/m/04hgtk,0,0,0
7ae678f585c59297,verification,/m/04hgtk,1,0,1
697d183f7256f917,verification,/m/04hgtk,0,0,0
80e6775e222ffe4d,verification,/m/04hgtk,1,1,1
d05fcb5e39ab724a,verification,/m/04hgtk,0,0,0
0925ac3567b20f47,verification,/m/04hgtk,0,0,0
70a0da04e6c39643,verification,/m/04hgtk,1,0,1
0a7d56b2fb989fe8,verification,/m/04hgtk,1,0,1
537fcd028b47bc5f,verification,/m/04hgtk,1,1,1
1cbed7735563a5c6,verification,/m/04hgtk,1,0,1
79585e8be9df5c22,verification,/m/04hgtk,1,0,1
6f08df2b0fa17935,verification,/m/04hgtk,1,0,1
72fb9f7726cee4de,verification,/m/04hgtk,1,0,1
532862997932dcaa,verification,/m/04hgtk,1,1,1
82fa46735e932520,verification,/m/04hgtk,0,0,0
0a1a999ef52a93f2,verification,/m/04hgtk,0,0,0
dacf55ebf68d7e5c,verification,/m/04hgtk,1,0,1
79eea140a11f8928,verification,/m/04hgtk,0,0,0
8f3756e235fcccb0,verification,/m/04hgtk,1,0,1
c091628df1091bc9,verification,/m/04hgtk,0,0,0
11e636d22f2e9bd4,verification,/m/04hgtk,0,0,0
b2002a9a9cafcd2f,verification,/m/04hgtk,1,0,1
cd1057596edf34a2,verification,/m/04hgtk,0,0,0
b3b6cda56794e001,verification,/m/04hgtk,0,0,0
b59b0e7f6655f469,verification,/m/04hgtk,1,0,1
7b082f7da69e2859,verification,/m/04hgtk,0,0,0
ae3c42325a14d7e5,verification,/m/04hgtk,0,0,0
728fcad80d284f0e,verification,/m/04hgtk,0,0,0
3fb2521488b9b319,verification,/m/04hgtk,1,0,1
886b0014dcc373a3,verification,/m/04hgtk,0,0,0
5cee5f3d96f7d8df,verification,/m/04hgtk,1,0,1
3c58039507939426,verification,/m/04hgtk,1,1,1
894e005a4c959e2a,verification,/m/04hgtk,0,0,0
a5255a39b87c5cf4,verification,/m/04hgtk,1,1,1
704c4297ceaeba64,verification,/m/04hgtk,0,0,0
b11686c16d1409fb,verification,/m/04hgtk,1,1,1
09d64f43c7111879,verification,/m/04hgtk,1,1,1
de664c74d22f432e,verification,/m/04hgtk,1,0,1
333fc945c316344f,verification,/m/04hgtk,1,0,1
37469447c7715a14,verification,/m/04hgtk,0,0,0
f19fd946cbf61f18,verification,/m/04hgtk,1,1,1
00146ba1e50ed8d8,verification,/m/04hgtk,1,0,1
769fbea52811fef4,verification,/m/04hgtk,0,0,0
35b0cb91a7db8a79,verification,/m/04hgtk,1,0,1
d18522aab5a38b3e,verification,/m/04hgtk,1,0,1
cafb1cd4044dbdab,verification,/m/04hgtk,1,0,1
64f62f4d15126abe,verification,/m/04hgtk,1,0,1
996f78b924be0be0,verification,/m/04hgtk,1,0,1
7732477d446249be,verification,/m/04hgtk,0,0,0
238dcccb010a214c,verification,/m/04hgtk,0,0,0
7d7ed11c2cf4c3fc,verification,/m/04hgtk,0,0,0
7fc29bf61fed5a91,verification,/m/04hgtk,1,0,1
ecbbb807ff44e14d,verification,/m/04hgtk,0,0,0
d4625f52d57b129a,verification,/m/04hgtk,1,0,1
2317fb15bcd3ce85,verification,/m/04hgtk,1,0,1
d1c35ed46cf3db15,verification,/m/04hgtk,1,1,1
4966b3fe829d56c7,verification,/m/04hgtk,0,0,0
0f7ee92f35aa1493,verification,/m/04hgtk,1,1,1
64a40c0bc5e8a27a,verification,/m/04hgtk,1,0,1
aeeed71a7e539d3b,verification,/m/04hgtk,0,0,0
abc2f1094f20ab42,verification,/m/04hgtk,1,1,1
