ImageID,Source,LabelName,Confidence,mg_label,hv_label
8e8dee30e8596de3,verification,/m/01g317,1,1,1
8b030dd282c5280d,verification,/m/01g317,1,1,1
1bb5d1b5d924fd17,verification,/m/01g317,1,1,1
e6605e6670522e95,verification,/m/01g317,1,1,1
e802f2c2d602ebee,verification,/m/01g317,1,1,1
51275bdec3a7d1b9,verification,/m/01g317,1,0,1
5f07146d58db46d4,verification,/m/01g317,1,1,1
e90b13a70b402b1e,verification,/m/01g317,0,0,0
f2e68b84ae54e863,verification,/m/01g317,0,0,0
1eeb5484320f6668,verification,/m/01g317,1,0,1
d709a313bbdfd82f,verification,/m/01g317,1,1,1
a831895bcb1207f0,verification,/m/01g317,1,0,1
e681429486a0ff64,verification,/m/01g317,0,0,0
d6a84e027e27bb23,verification,/m/01g317,0,0,0
800d5e751f4adeb1,verification,/m/01g317,1,0,1
2f761297f92e32a3,verification,/m/01g317,1,0,1
4990ede2608f433b,verification,/m/01g317,1,0,1
67f36d97968ad0b0,verification,/m/01g317,0,1,0
bb7282c1abaa609c,verification,/m/01g317,1,1,1
07bb1574590ad7fd,verification,/m/01g317,0,0,0
5521d835e38d5b6c,verification,/m/01g317,0,1,0
fd5e38e3cae884e4,verification,/m/01g317,1,1,1
57641b5b47382280,verification,/m/01g317,1,1,1
879caa754388ec1b,verification,/m/01g317,1,1,1
517bbfbf3130bd17,verification,/m/01g317,0,0,0
3387d3f58778d9f4,verification,/m/01g317,0,0,0
27f1a98f37ffc13f,verification,/m/01g317,0,0,0
b0c61c32faa7e0ad,verification,/m/01g317,0,0,0
44fa1cdb98c05e3e,verification,/m/01g317,0,1,0
ae9889d24376cd46,verification,/m/01g317,0,0,0
1a2cdeeba6547bab,verification,/m/01g317,0,1,0
a8de8c64215f1c76,verification,/m/01g317,0,0,0
49c4c823aaf4db99,verification,/m/01g317,0,0,0
40a3d052152c20fe,verification,/m/01g317,0,0,0
a040394adf67e9a0,verification,/m/01g317,1,1,1
de34b0a92f6a5e40,verification,/m/01g317,0,0,0
c20223650b3f1ccb,verification,/m/01g317,0,0,0
a4a667de2268864f,verification,/m/01g317,0,1,0
1d4c2ecd134610c5,verification,/m/01g317,1,0,1
0d27f48afe799682,verification,/m/01g317,1,1,1
3deeb62b22d8cb83,verification,/m/01g317,1,0,1
87f4252180bcecc5,verification,/m/01g317,0,0,0
406861262402ca06,verification,/m/01g317,0,0,0
6298c7ccf96b5257,verification,/m/01g317,1,0,1
2734e597675d8a97,verification,/m/01g317,0,0,0
1ee1713f61020a40,verification,/m/01g317,0,0,0
908022d8f137ec28,verification,/m/01g317,0,1,0
f36af97a4265f2c0,verification,/m/01g317,0,0,0
873875bcc2e76868,verification,/m/01g317,0,0,0
10651d2876cd50d8,verification,/m/01g317,1,1,1
585f922f165ba1c9,verification,/m/01g317,1,1,1
a34bd8df20a43c97,verification,/m/01g317,1,1,1
5aee57c0a8396d5e,verification,/m/01g317,0,0,0
f515f74f27c71d34,verification,/m/01g317,1,1,1
a72678fac28d371f,verification,/m/01g317,1,1,1
8655710e90aada20,verification,/m/01g317,0,1,0
cff837a6eb1fc4cb,verification,/m/01g317,1,1,1
78b957aaaef79d41,verification,/m/01g317,0,0,0
806d0711b8225f61,verification,/m/01g317,1,1,1
17bf34ae883bf6a5,verification,/m/01g317,0,0,0
9487a145d393ab3d,verification,/m/01g317,0,0,0
a067165358c3b281,verification,/m/01g317,0,0,0
94df7e03ac10ad2e,verification,/m/01g317,0,1,0
9745b225d8be2f1b,verification,/m/01g317,1,1,1
ad1fb7d1e485e07a,verification,/m/01g317,0,0,0
9230cc5b6ce783e0,verification,/m/01g317,1,1,1
c7c08153fc301fbd,verification,/m/01g317,1,1,1
0dc76550ff7054b3,verification,/m/01g317,1,1,1
d65d7e3d4d350b82,verification,/m/01g317,1,1,1
e825ec29627d3091,verification,/m/01g317,1,0,1
9eb70321baf17927,verification,/m/01g317,1,0,1
82effe954f932646,verification,/m/01g317,0,0,0
6936613e8950503b,verification,/m/01g317,0,0,0
a5b3e4e3fc4006b7,verification,/m/01g317,0,0,0
ae5cef4d83a23f8c,verification,/m/01g317,1,0,1
772f8ed68bd3febc,verification,/m/01g317,1,1,1
3c99467b4253e32f,verification,/m/01g317,1,1,1
4c6f44bc804f19c7,verification,/m/01g317,1,1,1
dc9062903bdad614,verification,/m/01g317,0,1,0
b6b11b0233131b0e,verification,/m/01g317,1,0,1
3a28cdaca4cff49b,verification,/m/01g317,0,1,0
b7357f613dca9ee6,verification,/m/01g317,0,0,0
09bd44f48b4e13ed,verification,/m/01g317,0,1,0
bb41b700f87cc3de,verification,/m/01g317,0,0,0
c9ce8dc13be883b7,verification,/m/01g317,1,1,1
0b83e754be780735,verification,/m/01g317,1,1,1
cdb2eb44978f5796,verification,/m/01g317,1,0,1
eee4de386df902e5,verification,/m/01g317,0,0,0
f59475c5e3349560,verification,/m/01g317,0,1,0
ed451f022b96c25d,verification,/m/01g317,1,1,1
a6ee28c427dafa94,verification,/m/01g317,1,0,1
3c11db8fd0e9bc8d,verification,/m/01g317,1,0,1
bb2245e69317f983,verification,/m/01g317,1,0,1
d3f6bc7d12972707,verification,/m/01g317,1,0,1
ab72718a9f1bf437,verification,/m/01g317,0,1,0
f4333d13560136a2,verification,/m/01g317,1,1,1
6abc53cd80bb2f83,verification,/m/01g317,1,1,1
4cc200402fa5429b,verification,/m/01g317,1,1,1
512720c021b2b631,verification,/m/01g317,1,0,1
ac5cb1e70666bd27,verification,/m/01g317,0,1,0
c5ca3cafca5fa971,verification,/m/01g317,0,0,0
83499e8f67512938,verification,/m/01g317,0,1,0
b1b39e439466ed24,verification,/m/01g317,0,0,0
5cab409c0d07af9d,verification,/m/01g317,0,1,0
9813d2d85761330c,verification,/m/01g317,1,1,1
8e192810999ba40f,verification,/m/01g317,1,1,1
7f280a599c7666f2,verification,/m/01g317,1,1,1
10e939ffae0c2f25,verification,/m/01g317,1,0,1
a6ee28c427dafa94,verification,/m/01g317,1,1,1
3ceffbf79181f616,verification,/m/01g317,0,0,0
1f21eeca4577a562,verification,/m/01g317,1,0,1
38bda35d7fc8d187,verification,/m/01g317,0,1,0
ba7eafbce6d4f903,verification,/m/01g317,0,1,0
3f889afd87314bde,verification,/m/01g317,0,0,0
a51c84ba00a6c36b,verification,/m/01g317,1,0,1
602e250281c7101c,verification,/m/01g317,0,0,0
6e8d404727e9d979,verification,/m/01g317,1,1,1
a23e69f23de4a242,verification,/m/01g317,0,1,0
74b1875c9c48f57e,verification,/m/01g317,0,0,0
1143285d2068b091,verification,/m/01g317,0,0,0
cbfe9bff11888634,verification,/m/01g317,1,1,1
d536b269d7d11fea,verification,/m/01g317,0,1,0
87e5617453c7d3fe,verification,/m/01g317,1,1,1
582093f447cb3de9,verification,/m/01g317,1,1,1
51da239e2fc5d489,verification,/m/01g317,1,1,1
2666a0d1d180addc,verification,/m/01g317,1,1,1
407f17aef1998eae,verification,/m/01g317,1,1,1
fa44df73e2b94d80,verification,/m/01g317,1,0,1
b7ac79133f230248,verification,/m/01g317,0,1,0
9bb741c2739076ed,verification,/m/01g317,1,1,1
530db650d26ebcde,verification,/m/01g317,0,1,0
78172c05e91c2794,verification,/m/01g317,1,1,1
ec727da1599f0eed,verification,/m/01g317,1,0,1
922d30b8769c19a1,verification,/m/01g317,1,0,1
b1f25402aded0c40,verification,/m/01g317,0,0,0
d3beb7f884ea3277,verification,/m/01g317,1,1,1
1166b9acbbb80436,verification,/m/01g317,0,0,0
522bd2bff36864d0,verification,/m/01g317,1,1,1
a8e1f123462f278a,verification,/m/01g317,1,1,1
63e3c93d6afbdbde,verification,/m/01g317,0,0,0
975f764ac322546d,verification,/m/01g317,0,0,0
38a18dda6a0e761f,verification,/m/01g317,1,1,1
c10d56b937624612,verification,/m/01g317,1,1,1
d1b0459d251fcfd7,verification,/m/01g317,0,0,0
001997021f01f208,verification,/m/01g317,1,1,1
2bd2581bf980028b,verification,/m/01g317,1,0,1
5dbcdc9c4da5a24e,verification,/m/01g317,0,1,0
d2fd7f55e0a3218a,verification,/m/01g317,0,1,0
e18d928d78619887,verification,/m/01g317,0,0,0
3d8581e9881e85d2,verification,/m/01g317,1,1,1
6c01b637a2761939,verification,/m/01g317,1,1,1
059bbdbdb843af6a,verification,/m/01g317,0,1,0
33ed8f62e7071739,verification,/m/01g317,1,1,1
6c3f69a5d941a433,verification,/m/01g317,0,1,0
352945e0c5ab8604,verification,/m/01g317,0,0,0
a27e8b77fda172d1,verification,/m/01g317,1,1,1
354fcecc47a50adf,verification,/m/01g317,1,1,1
dcb50c953deb89af,verification,/m/01g317,0,0,0
9000fd91d559e36a,verification,/m/01g317,0,1,0
6c25a2bc6f160530,verification,/m/01g317,1,0,1
9bc32bedd312e4ad,verification,/m/01g317,1,1,1
25b267df41d8bf98,verification,/m/01g317,1,1,1
03793a9d2a2eab25,verification,/m/01g317,1,1,1
8a2146c04f238e6a,verification,/m/01g317,1,1,1
6ed3f6a69a178c96,verification,/m/01g317,1,1,1
af249e99eaefbe28,verification,/m/01g317,0,1,0
a2121377ef05d0af,verification,/m/01g317,1,0,1
87b4844e765307ba,verification,/m/01g317,1,1,1
38e6fb3648352bf4,verification,/m/01g317,1,1,1
c88a6f0f08aaa9cd,verification,/m/01g317,1,1,1
